NAME,CPU %,MEM USAGE / LIMIT / MEM %,NET I/O,BLOCK I/O,STATUS,Date/Time
platform-dps-1,0.24%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.1MB,Up,2023-10-19 08:16:05.407969
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,88.9MB / 104MB,104MB / 1.9GB,Up,2023-10-19 08:16:05.407969
ipsec-vpn-server,0.00%,11.44MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:16:05.407969
platform-nginx-1,0.02%,111.7MiB / 1.946GiB / 5.61%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:16:36.515620
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:16:36.515620
platform-pgadmin-1,0.05%,116.5MiB / 1.946GiB / 5.84%,63.4kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:16:36.515620
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.1MB,Up,2023-10-19 08:16:36.515620
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,88.9MB / 104MB,104MB / 1.9GB,Up,2023-10-19 08:16:36.515620
ipsec-vpn-server,0.00%,10.81MiB / 1.946GiB / 0.54%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:16:36.515620
platform-nginx-1,0.02%,111.8MiB / 1.946GiB / 5.61%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:18:29.252539
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:18:29.252539
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,63.8kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:18:29.252539
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.1MB,Up,2023-10-19 08:18:29.252539
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89MB / 104MB,104MB / 1.9GB,Up,2023-10-19 08:18:29.252539
ipsec-vpn-server,0.00%,11.14MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:18:29.252539
platform-nginx-1,0.02%,111.8MiB / 1.946GiB / 5.61%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:19:24.718308
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:19:24.718308
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,63.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:19:24.718308
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.1MB,Up,2023-10-19 08:19:24.718308
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89MB / 104MB,104MB / 1.9GB,Up,2023-10-19 08:19:24.718308
ipsec-vpn-server,0.00%,11.15MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:19:24.718308
platform-nginx-1,0.02%,112MiB / 1.946GiB / 5.62%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:26:05.408544
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:26:05.408544
platform-pgadmin-1,0.05%,116.5MiB / 1.946GiB / 5.84%,63.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:26:05.408544
platform-dps-1,0.23%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.2MB,Up,2023-10-19 08:26:05.408544
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89MB / 104MB,104MB / 1.9GB,Up,2023-10-19 08:26:05.408544
ipsec-vpn-server,0.00%,11.45MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:26:05.408544
platform-nginx-1,0.02%,112MiB / 1.946GiB / 5.62%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:26:36.515567
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:26:36.515567
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,63.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:26:36.515567
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.2MB,Up,2023-10-19 08:26:36.515567
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89MB / 104MB,104MB / 1.9GB,Up,2023-10-19 08:26:36.515567
ipsec-vpn-server,0.00%,10.81MiB / 1.946GiB / 0.54%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:26:36.515567
platform-nginx-1,0.02%,112MiB / 1.946GiB / 5.62%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:28:29.252193
odoo,0.03%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:28:29.252193
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,63.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:28:29.252193
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.2MB,Up,2023-10-19 08:28:29.252193
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89MB / 104MB,104MB / 1.9GB,Up,2023-10-19 08:28:29.252193
ipsec-vpn-server,0.00%,11.13MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:28:29.252193
platform-nginx-1,0.02%,112.1MiB / 1.946GiB / 5.62%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:29:24.718878
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:29:24.718878
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,63.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:29:24.718878
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.2MB,Up,2023-10-19 08:29:24.718878
postgres,0.02%,138.7MiB / 1.946GiB / 6.96%,89MB / 104MB,104MB / 1.9GB,Up,2023-10-19 08:29:24.718878
ipsec-vpn-server,0.00%,11.12MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:29:24.718878
platform-nginx-1,0.02%,111.7MiB / 1.946GiB / 5.60%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:36:05.408376
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:36:05.408376
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,63.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:36:05.408376
platform-dps-1,0.20%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.3MB,Up,2023-10-19 08:36:05.408376
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89MB / 104MB,104MB / 1.9GB,Up,2023-10-19 08:36:05.408376
ipsec-vpn-server,0.00%,11.45MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:36:05.408376
platform-nginx-1,0.02%,111.7MiB / 1.946GiB / 5.60%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:36:36.515221
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:36:36.515221
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,63.9kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:36:36.515221
platform-dps-1,0.03%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.3MB,Up,2023-10-19 08:36:36.515221
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89MB / 104MB,104MB / 1.9GB,Up,2023-10-19 08:36:36.515221
ipsec-vpn-server,0.00%,10.82MiB / 1.946GiB / 0.54%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:36:36.515221
platform-nginx-1,0.02%,111.7MiB / 1.946GiB / 5.61%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:38:29.251995
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:38:29.251995
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,64kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:38:29.251995
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.3MB,Up,2023-10-19 08:38:29.251995
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.1MB / 104MB,104MB / 1.9GB,Up,2023-10-19 08:38:29.251995
ipsec-vpn-server,0.00%,11.13MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:38:29.251995
platform-nginx-1,0.02%,111.8MiB / 1.946GiB / 5.61%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:39:24.718762
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:39:24.718762
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,64kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:39:24.718762
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.3MB,Up,2023-10-19 08:39:24.718762
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.1MB / 104MB,104MB / 1.9GB,Up,2023-10-19 08:39:24.718762
ipsec-vpn-server,0.00%,11.13MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:39:24.718762
platform-nginx-1,0.02%,112MiB / 1.946GiB / 5.62%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:46:05.408439
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:46:05.408439
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:46:05.408439
platform-dps-1,0.22%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.4MB,Up,2023-10-19 08:46:05.408439
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.1MB / 104MB,104MB / 1.91GB,Up,2023-10-19 08:46:05.408439
ipsec-vpn-server,0.00%,11.43MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:46:05.408439
platform-nginx-1,0.02%,112MiB / 1.946GiB / 5.62%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:46:36.515167
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:46:36.515167
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:46:36.515167
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.4MB,Up,2023-10-19 08:46:36.515167
postgres,0.02%,138.7MiB / 1.946GiB / 6.96%,89.1MB / 104MB,104MB / 1.91GB,Up,2023-10-19 08:46:36.515167
ipsec-vpn-server,0.00%,10.79MiB / 1.946GiB / 0.54%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:46:36.515167
platform-nginx-1,0.02%,112.1MiB / 1.946GiB / 5.62%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:48:29.252259
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:48:29.252259
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:48:29.252259
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.5MB,Up,2023-10-19 08:48:29.252259
postgres,0.02%,138.7MiB / 1.946GiB / 6.96%,89.1MB / 104MB,104MB / 1.91GB,Up,2023-10-19 08:48:29.252259
ipsec-vpn-server,0.00%,11.11MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:48:29.252259
platform-nginx-1,0.02%,112.1MiB / 1.946GiB / 5.62%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:49:24.718200
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 225MB,158MB / 520kB,Up,2023-10-19 08:49:24.718200
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:49:24.718200
platform-dps-1,0.02%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.5MB,Up,2023-10-19 08:49:24.718200
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.1MB / 104MB,104MB / 1.91GB,Up,2023-10-19 08:49:24.718200
ipsec-vpn-server,0.00%,11.12MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:49:24.718200
platform-nginx-1,0.02%,111.5MiB / 1.946GiB / 5.59%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:56:05.408526
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 08:56:05.408526
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:56:05.408526
platform-dps-1,0.21%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.6MB,Up,2023-10-19 08:56:05.408526
postgres,0.01%,138.7MiB / 1.946GiB / 6.96%,89.1MB / 104MB,104MB / 1.91GB,Up,2023-10-19 08:56:05.408526
ipsec-vpn-server,0.00%,11.45MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:56:05.408526
platform-nginx-1,0.02%,111.5MiB / 1.946GiB / 5.59%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:56:36.515422
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 08:56:36.515422
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:56:36.515422
platform-dps-1,0.02%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.6MB,Up,2023-10-19 08:56:36.515422
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.1MB / 104MB,104MB / 1.91GB,Up,2023-10-19 08:56:36.515422
ipsec-vpn-server,0.00%,10.8MiB / 1.946GiB / 0.54%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:56:36.515422
platform-nginx-1,0.02%,111.5MiB / 1.946GiB / 5.60%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:58:29.252017
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 08:58:29.252017
platform-pgadmin-1,0.06%,116.5MiB / 1.946GiB / 5.84%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:58:29.252017
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.6MB,Up,2023-10-19 08:58:29.252017
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.1MB / 104MB,104MB / 1.91GB,Up,2023-10-19 08:58:29.252017
ipsec-vpn-server,0.00%,11.12MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:58:29.252017
platform-nginx-1,0.02%,111.6MiB / 1.946GiB / 5.60%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 08:59:24.718269
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 08:59:24.718269
platform-pgadmin-1,0.04%,116.5MiB / 1.946GiB / 5.84%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 08:59:24.718269
platform-dps-1,0.02%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.6MB,Up,2023-10-19 08:59:24.718269
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.1MB / 104MB,104MB / 1.91GB,Up,2023-10-19 08:59:24.718269
ipsec-vpn-server,0.00%,11.1MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 08:59:24.718269
platform-nginx-1,0.02%,111.7MiB / 1.946GiB / 5.61%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 09:06:05.408025
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 09:06:05.408025
platform-pgadmin-1,0.04%,116.2MiB / 1.946GiB / 5.83%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 09:06:05.408025
platform-dps-1,0.02%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.7MB,Up,2023-10-19 09:06:05.408025
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.2MB / 104MB,104MB / 1.91GB,Up,2023-10-19 09:06:05.408025
ipsec-vpn-server,0.00%,11.41MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 09:06:05.408025
platform-nginx-1,0.02%,111.8MiB / 1.946GiB / 5.61%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 09:06:36.515346
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 09:06:36.515346
platform-pgadmin-1,0.04%,116.2MiB / 1.946GiB / 5.83%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 09:06:36.515346
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.7MB,Up,2023-10-19 09:06:36.515346
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.2MB / 104MB,104MB / 1.91GB,Up,2023-10-19 09:06:36.515346
ipsec-vpn-server,0.00%,10.79MiB / 1.946GiB / 0.54%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 09:06:36.515346
platform-nginx-1,0.02%,111.8MiB / 1.946GiB / 5.61%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 09:08:29.252275
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 09:08:29.252275
platform-pgadmin-1,0.04%,116.6MiB / 1.946GiB / 5.85%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 09:08:29.252275
platform-dps-1,0.02%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.7MB,Up,2023-10-19 09:08:29.252275
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.2MB / 104MB,104MB / 1.91GB,Up,2023-10-19 09:08:29.252275
ipsec-vpn-server,0.00%,11.11MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 09:08:29.252275
platform-nginx-1,0.02%,111.8MiB / 1.946GiB / 5.61%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 09:09:24.718246
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 09:09:24.718246
platform-pgadmin-1,0.04%,116.6MiB / 1.946GiB / 5.85%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 09:09:24.718246
platform-dps-1,0.03%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.7MB,Up,2023-10-19 09:09:24.718246
postgres,0.02%,138.7MiB / 1.946GiB / 6.96%,89.2MB / 104MB,104MB / 1.91GB,Up,2023-10-19 09:09:24.718246
ipsec-vpn-server,0.00%,11.11MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 09:09:24.718246
platform-nginx-1,0.02%,112MiB / 1.946GiB / 5.62%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 09:16:05.408854
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 09:16:05.408854
platform-pgadmin-1,0.04%,116.6MiB / 1.946GiB / 5.85%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 09:16:05.408854
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.8MB,Up,2023-10-19 09:16:05.408854
postgres,0.01%,138.7MiB / 1.946GiB / 6.96%,89.2MB / 104MB,104MB / 1.91GB,Up,2023-10-19 09:16:05.408854
ipsec-vpn-server,0.00%,11.45MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 09:16:05.408854
platform-nginx-1,0.02%,112MiB / 1.946GiB / 5.62%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 09:16:36.518709
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 09:16:36.518709
platform-pgadmin-1,0.04%,116.6MiB / 1.946GiB / 5.85%,64.1kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 09:16:36.518709
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.8MB,Up,2023-10-19 09:16:36.518709
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.2MB / 104MB,104MB / 1.91GB,Up,2023-10-19 09:16:36.518709
ipsec-vpn-server,0.00%,10.8MiB / 1.946GiB / 0.54%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 09:16:36.518709
platform-nginx-1,0.03%,111.3MiB / 1.946GiB / 5.58%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 09:18:29.252228
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 09:18:29.252228
platform-pgadmin-1,0.05%,116.6MiB / 1.946GiB / 5.85%,64.4kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 09:18:29.252228
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.8MB,Up,2023-10-19 09:18:29.252228
postgres,0.01%,138.7MiB / 1.946GiB / 6.96%,89.3MB / 104MB,104MB / 1.91GB,Up,2023-10-19 09:18:29.252228
ipsec-vpn-server,0.00%,11.1MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 09:18:29.252228
platform-nginx-1,0.02%,111.3MiB / 1.946GiB / 5.58%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 09:19:24.718531
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 09:19:24.718531
platform-pgadmin-1,0.04%,116.6MiB / 1.946GiB / 5.85%,64.4kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 09:19:24.718531
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.8MB,Up,2023-10-19 09:19:24.718531
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.3MB / 104MB,104MB / 1.91GB,Up,2023-10-19 09:19:24.718531
ipsec-vpn-server,0.00%,11.12MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 09:19:24.718531
platform-nginx-1,0.03%,111.5MiB / 1.946GiB / 5.59%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 09:26:05.408257
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 09:26:05.408257
platform-pgadmin-1,0.04%,116.6MiB / 1.946GiB / 5.85%,64.4kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 09:26:05.408257
platform-dps-1,0.02%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.9MB,Up,2023-10-19 09:26:05.408257
postgres,0.02%,138.7MiB / 1.946GiB / 6.96%,89.3MB / 104MB,104MB / 1.92GB,Up,2023-10-19 09:26:05.408257
ipsec-vpn-server,0.00%,11.45MiB / 1.946GiB / 0.57%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 09:26:05.408257
platform-nginx-1,0.03%,111.5MiB / 1.946GiB / 5.59%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 09:26:36.515319
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,115MB / 226MB,158MB / 520kB,Up,2023-10-19 09:26:36.515319
platform-pgadmin-1,0.03%,116.6MiB / 1.946GiB / 5.85%,64.4kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 09:26:36.515319
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 78.9MB,Up,2023-10-19 09:26:36.515319
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.3MB / 104MB,104MB / 1.92GB,Up,2023-10-19 09:26:36.515319
ipsec-vpn-server,0.00%,10.79MiB / 1.946GiB / 0.54%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 09:26:36.515319
platform-nginx-1,0.02%,111.5MiB / 1.946GiB / 5.60%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 09:28:29.252115
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,116MB / 226MB,158MB / 520kB,Up,2023-10-19 09:28:29.252115
platform-pgadmin-1,0.04%,116.6MiB / 1.946GiB / 5.85%,64.4kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 09:28:29.252115
platform-dps-1,0.01%,38.04MiB / 1.946GiB / 1.91%,1.2MB / 1.2MB,34.7MB / 79MB,Up,2023-10-19 09:28:29.252115
postgres,0.00%,138.7MiB / 1.946GiB / 6.96%,89.3MB / 104MB,104MB / 1.92GB,Up,2023-10-19 09:28:29.252115
ipsec-vpn-server,0.00%,11.1MiB / 1.946GiB / 0.56%,1.38GB / 1.44GB,19.3MB / 143kB,Up,2023-10-19 09:28:29.252115
platform-nginx-1,0.02%,111.6MiB / 1.946GiB / 5.60%,172MB / 143MB,110MB / 59.3MB,Up,2023-10-19 09:29:24.717956
odoo,0.02%,239.6MiB / 1.946GiB / 12.02%,116MB / 226MB,158MB / 520kB,Up,2023-10-19 09:29:24.717956
platform-pgadmin-1,0.04%,116.6MiB / 1.946GiB / 5.85%,64.4kB / 579kB,11.6MB / 12.4MB,Up,2023-10-19 09:29:24.717956
